MSSubClass,LotArea,Street,BsmtFullBath,1stFlrSF,2ndFlrSF,YearRemodAdd,CentralAir,GarageQual,SaleCondition,Neighborhood
20,7314,Pave,1,1232,0,2007,Y,TA,Normal,CollgCr
90,11475,Pave,1,1776,0,1958,Y,TA,Abnorml,NAmes
30,6240,Pave,0,848,0,1950,Y,TA,Normal,IDOTRR
120,5389,Pave,1,1616,0,1996,Y,TA,Normal,StoneBr
80,9590,Pave,1,1146,0,2003,Y,TA,Normal,Timber
60,11404,Pave,0,1153,878,1999,Y,TA,Normal,CollgCr
20,10000,Pave,1,1144,0,1983,Y,TA,Normal,Sawyer
20,8978,Pave,0,948,0,1968,Y,TA,Family,Sawyer
75,10800,Pave,0,880,888,1970,N,TA,Normal,OldTown
90,8544,Pave,0,1040,0,1950,N,TA,Normal,NAmes
60,10463,Pave,0,901,900,2005,Y,TA,Normal,Gilbert
90,10800,Pave,3,1200,0,1988,Y,,Alloca,Edwards
60,9313,Pave,0,864,864,2004,Y,TA,Normal,CollgCr
70,9600,Pave,0,768,664,2002,Y,TA,Abnorml,OldTown
20,6768,Pave,1,912,0,1996,Y,TA,Normal,Sawyer
20,8450,Pave,0,1349,0,2001,Y,TA,Normal,SawyerW
80,12886,Pave,0,1464,0,1999,Y,TA,Normal,Sawyer
120,5395,Pave,1,1337,0,1993,Y,TA,Normal,StoneBr
60,8963,Pave,0,1175,1540,1996,Y,TA,Normal,NWAmes
60,8795,Pave,0,980,1276,2000,Y,TA,Normal,Gilbert
70,11700,Pave,0,1320,1320,2003,N,TA,Normal,OldTown
20,10593,Pave,1,1720,0,1996,Y,TA,Normal,NoRidge
50,8405,Pave,0,1088,441,1950,N,TA,Normal,Edwards
50,8800,Pave,0,792,348,2004,Y,,Normal,OldTown
60,7750,Pave,0,660,660,2003,Y,TA,Normal,Gilbert
20,9236,Pave,1,1494,0,1997,Y,TA,Normal,CollgCr
60,10240,Pave,0,1038,1060,2005,Y,TA,Normal,NridgHt
20,7930,Pave,1,1026,0,2005,Y,TA,Normal,NAmes
160,3230,Pave,0,742,729,1999,Y,TA,Normal,Somerst
60,10769,Pave,0,866,902,2007,Y,TA,Normal,CollgCr
60,11616,Pave,0,672,714,1978,Y,TA,Abnorml,Sawyer
160,2280,Pave,0,757,744,1999,Y,TA,Normal,Somerst
60,12257,Pave,0,1328,1203,1995,Y,TA,Normal,NoRidge
20,9100,Pave,0,864,0,1959,Y,Ex,Normal,NAmes
30,6911,Pave,0,1301,0,1950,Y,TA,Normal,BrkSide
60,8640,Pave,0,764,783,2009,Y,TA,Normal,Somerst
60,9430,Pave,1,1268,1097,1999,Y,TA,Normal,NoRidge
120,9549,Pave,1,1494,0,1996,Y,TA,Normal,Veenker
20,14587,Pave,0,1506,0,2008,Y,TA,Partial,Somerst
60,10421,Pave,0,980,734,1988,Y,TA,Normal,NWAmes
50,12508,Pave,1,983,767,1985,Y,TA,Normal,Mitchel
20,9100,Pave,0,1836,0,2005,Y,TA,Normal,CollgCr
60,53504,Pave,1,1690,1589,2003,Y,TA,Normal,StoneBr
85,7252,Pave,1,858,0,1982,Y,TA,Normal,Sawyer
20,8877,Pave,0,1220,0,1951,Y,TA,Normal,Edwards
80,7819,Pave,1,1117,0,1976,Y,TA,Abnorml,Edwards
20,10150,Pave,0,912,0,1958,Y,TA,Normal,NAmes
20,14226,Pave,0,1973,0,2006,Y,TA,Partial,NridgHt
120,4500,Pave,1,1204,0,1998,Y,TA,Normal,Mitchel
20,11210,Pave,0,1614,0,2006,Y,TA,Partial,CollgCr
20,13350,Pave,1,894,0,1974,Y,TA,Normal,Sawyer
90,8400,Pave,0,2020,0,1977,Y,TA,Normal,SawyerW
90,10530,Pave,1,1004,0,1977,Y,TA,Normal,Mitchel
20,7875,Pave,0,1253,0,1996,Y,TA,Normal,Gilbert
60,7153,Pave,0,810,793,1992,Y,TA,Normal,SawyerW
20,16285,Pave,0,1430,0,2002,Y,TA,Normal,CollgCr
85,9101,Pave,1,1110,0,1978,Y,TA,Normal,Mitchel
75,6300,Pave,0,742,742,2001,Y,,Normal,OldTown
20,9790,Pave,0,1342,0,1967,Y,TA,Normal,NWAmes
50,10800,Pave,1,966,686,1950,Y,TA,Normal,OldTown
60,10142,Pave,1,956,1128,2004,Y,TA,Normal,SawyerW
20,6000,Pave,0,901,0,2000,Y,Fa,Normal,OldTown
60,12205,Pave,0,976,1111,2007,Y,TA,Normal,ClearCr
120,3182,Pave,0,1145,0,2006,Y,TA,Normal,Blmngtn
80,11333,Pave,1,1062,0,1976,Y,TA,Normal,Mitchel
60,9920,Pave,1,1127,886,1997,Y,TA,Normal,NoRidge
20,9158,Pave,0,1496,0,2007,Y,TA,Partial,Somerst
60,10832,Pave,0,1086,809,1996,Y,TA,Normal,Gilbert
60,8400,Pave,0,888,676,1981,Y,TA,Normal,SawyerW
20,8197,Pave,0,1285,0,1977,Y,TA,Normal,Sawyer
20,7677,Pave,0,773,0,1953,Y,TA,Abnorml,NAmes
60,13518,Pave,0,1966,1174,2009,Y,TA,Partial,NridgHt
50,7200,Pave,1,981,787,1950,Y,TA,Normal,SWISU
60,12798,Pave,1,616,1072,1997,Y,TA,Normal,ClearCr
30,4800,Pave,1,1196,0,1990,Y,TA,Normal,IDOTRR
60,8199,Pave,1,728,728,2005,Y,TA,Normal,CollgCr
60,13891,Pave,0,1734,1088,2009,Y,TA,Partial,NridgHt
20,9000,Pave,0,1128,0,1954,Y,TA,Family,NAmes
20,12274,Pave,0,1428,0,2008,Y,TA,Partial,Somerst
80,9750,Pave,0,980,0,1967,Y,TA,Normal,NAmes
70,21384,Pave,2,1072,504,2004,Y,TA,Normal,BrkSide
80,13400,Pave,1,1086,0,1966,Y,TA,Normal,NAmes
75,8100,Pave,0,1075,1063,1965,N,Fa,Normal,OldTown
20,10140,Pave,1,1309,0,1999,Y,TA,Normal,NWAmes
120,4438,Pave,1,848,0,2004,Y,TA,Normal,CollgCr
20,8712,Grvl,0,1044,0,1952,N,TA,Alloca,IDOTRR
20,9750,Pave,0,1442,0,1958,Y,TA,Normal,NAmes
50,8248,Pave,0,686,564,1950,Y,TA,Normal,Edwards
20,12137,Pave,0,1661,0,1998,Y,TA,Normal,CollgCr
20,11425,Pave,0,1008,0,1954,Y,TA,Normal,NAmes
20,13265,Pave,1,1689,0,2002,Y,TA,Normal,Mitchel
80,8816,Pave,1,1052,0,1971,Y,TA,Normal,ClearCr
120,6371,Pave,1,1358,0,2010,Y,TA,Partial,NridgHt
60,7226,Pave,0,798,842,2003,Y,TA,Normal,CollgCr
20,6000,Pave,0,936,0,1953,N,TA,Normal,OldTown
60,12394,Pave,0,847,886,2003,Y,TA,Family,Gilbert
50,9900,Pave,0,944,545,1950,Y,TA,Normal,SWISU
20,11216,Pave,0,1489,0,2006,Y,TA,Partial,Somerst
20,14803,Pave,1,2084,0,2008,Y,TA,Partial,NridgHt
45,6130,Pave,1,784,0,1950,Y,,Normal,BrkSide
20,8529,Pave,0,1434,0,2001,Y,TA,Normal,SawyerW
60,28698,Pave,0,1160,966,1967,Y,TA,Abnorml,ClearCr
160,2544,Pave,0,520,623,2005,Y,TA,Normal,Somerst
20,11900,Pave,1,1392,0,1957,Y,TA,Normal,NAmes
160,3180,Pave,0,520,600,2005,Y,TA,Normal,Somerst
60,9548,Pave,1,941,888,2003,Y,TA,Normal,CollgCr
20,10004,Pave,0,1516,0,1964,Y,TA,Normal,NAmes
20,7875,Pave,1,1144,0,1961,Y,TA,Normal,NAmes
20,9600,Pave,0,1067,0,1995,Y,TA,Normal,Sawyer
30,8100,Pave,1,1559,0,1973,Y,TA,Normal,OldTown
160,1680,Pave,1,483,504,1973,Y,TA,Normal,BrDale
20,9525,Pave,0,1099,0,2006,Y,TA,Normal,CollgCr
50,11767,Pave,0,768,432,1995,Y,TA,Normal,Edwards
70,12155,Pave,0,810,672,1950,N,TA,Normal,SWISU
70,10440,Pave,0,958,581,2002,Y,Gd,Normal,OldTown
80,9020,Pave,1,1165,0,1966,Y,Gd,Normal,NAmes
90,8000,Pave,0,1800,0,1961,N,,Normal,NAmes
50,12665,Pave,0,876,540,1950,Y,TA,Normal,OldTown
85,16647,Pave,1,1701,0,1981,Y,TA,Normal,Sawyer
60,9317,Pave,1,1006,769,1993,Y,TA,Normal,SawyerW
20,15523,Pave,1,864,0,1972,Y,TA,Normal,CollgCr
50,45600,Pave,0,1307,1051,1997,Y,Fa,Normal,ClearCr
80,9600,Pave,0,1094,761,1994,Y,TA,Normal,Veenker
120,4435,Pave,1,848,0,2003,Y,TA,Normal,CollgCr
120,3196,Pave,0,1456,0,2003,Y,TA,Normal,Blmngtn
75,7128,Pave,0,918,728,1950,Y,TA,Normal,Crawfor
80,12095,Pave,0,1445,0,1964,Y,TA,Normal,NAmes
20,17920,Pave,1,1779,0,1974,Y,TA,Abnorml,Sawyer
20,6897,Pave,1,1040,0,2010,Y,TA,Normal,Sawyer
80,10970,Pave,1,1026,0,1978,Y,TA,Normal,CollgCr
60,8125,Pave,0,702,779,1995,Y,TA,Normal,Gilbert
20,10400,Pave,0,1370,0,1976,Y,TA,Family,NWAmes
60,11029,Pave,1,1512,1142,1984,Y,TA,Normal,NWAmes
50,7642,Pave,0,912,514,1998,Y,TA,Normal,Crawfor
190,11625,Pave,1,1039,0,1965,Y,TA,Normal,Sawyer
20,9672,Pave,0,1097,0,1985,Y,TA,Normal,SawyerW
20,7931,Pave,1,1148,0,1959,Y,TA,Normal,NAmes
20,8640,Pave,0,1372,0,2008,Y,TA,Partial,Somerst
20,8750,Pave,1,1002,0,1970,Y,TA,Normal,NAmes
20,10656,Pave,0,1646,0,2007,Y,TA,Partial,Timber
20,6970,Pave,1,1120,0,1961,Y,TA,Normal,Sawyer
60,14762,Pave,0,1547,720,1950,Y,TA,Normal,Gilbert
60,9938,Pave,1,1062,887,1994,Y,TA,Normal,SawyerW
20,6600,Pave,0,894,0,1962,N,TA,Normal,NAmes
60,8750,Pave,0,804,878,1998,Y,TA,Normal,CollgCr
20,8892,Pave,0,910,0,1996,Y,TA,Normal,NAmes
40,12144,Pave,0,1036,0,1950,Y,TA,Normal,NAmes
50,5720,Pave,0,676,455,1950,Y,TA,Abnorml,OldTown
60,9000,Pave,0,1184,1426,2007,Y,TA,Partial,Somerst
20,25286,Pave,1,1040,0,1963,Y,TA,Normal,Mitchel
60,8834,Pave,1,1462,762,2005,Y,TA,Normal,NridgHt
85,11782,Pave,1,1155,0,1995,Y,TA,Normal,Sawyer
20,7000,Pave,1,864,0,2005,Y,TA,Normal,CollgCr
20,7024,Pave,1,1090,0,2006,Y,TA,Normal,Edwards
50,13758,Pave,0,1187,530,1991,Y,TA,Normal,Timber
60,9636,Pave,0,808,785,1993,Y,TA,Normal,Gilbert
75,6204,Pave,1,954,795,1950,N,TA,Normal,SWISU
20,7150,Pave,0,892,0,1967,Y,TA,Normal,NAmes
120,5119,Pave,1,1709,0,2000,Y,TA,Abnorml,Somerst
90,8393,Pave,0,1712,0,2005,Y,TA,Family,NAmes
50,16466,Pave,0,872,521,1955,Y,TA,Normal,Edwards
20,15865,Pave,1,2217,0,1970,Y,TA,Normal,NAmes
20,12160,Pave,1,1505,0,1953,Y,TA,Normal,NAmes
50,8064,Pave,0,672,252,2006,Y,TA,Normal,NAmes
60,11184,Pave,0,918,765,1978,Y,TA,Normal,Sawyer
20,8414,Pave,0,1068,0,2003,Y,TA,Normal,Sawyer
20,13284,Pave,1,1383,0,1954,Y,TA,Normal,Sawyer
90,7018,Pave,0,1535,0,1979,Y,TA,Alloca,SawyerW
60,7056,Pave,1,983,813,1963,Y,TA,Normal,NAmes
30,8765,Pave,0,951,0,1950,N,TA,Abnorml,IDOTRR
90,7018,Pave,0,1120,1120,1979,Y,TA,Alloca,SawyerW
20,12919,Pave,1,2364,0,2010,Y,TA,Partial,NridgHt
20,6993,Pave,0,1236,0,1994,Y,TA,Normal,Sawyer
20,7340,Pave,0,858,0,1971,Y,TA,Normal,NAmes
20,8712,Pave,1,1306,0,2000,Y,TA,Normal,NAmes
60,7875,Pave,0,807,702,2003,Y,TA,Normal,Gilbert
20,14859,Pave,0,1670,0,2006,Y,TA,Partial,Gilbert
20,6173,Pave,0,902,0,1967,Y,TA,Normal,Sawyer
20,9920,Pave,1,1063,0,1954,Y,TA,Normal,NAmes
20,13501,Pave,1,1636,0,2006,Y,TA,Normal,Somerst
50,11500,Pave,0,1020,1037,1987,Y,Fa,Normal,Crawfor
20,8885,Pave,1,902,0,1983,Y,TA,Normal,Mitchel
60,12589,Pave,0,742,742,2005,Y,TA,Normal,Gilbert
90,11600,Pave,0,1105,1169,1960,Y,TA,Normal,NAmes
20,9286,Pave,0,1268,0,1989,Y,TA,Normal,CollgCr
30,6120,Pave,0,1015,0,1950,N,TA,Abnorml,BrkSide
90,6270,Pave,0,1001,1001,1950,N,TA,Normal,Crawfor
160,3000,Pave,0,612,612,2009,Y,TA,Partial,Somerst
160,2001,Pave,0,546,546,1970,Y,TA,Normal,MeadowV
20,9000,Pave,1,480,0,1950,N,TA,Abnorml,IDOTRR
20,17140,Pave,0,1229,0,1956,Y,TA,Normal,Edwards
60,13125,Pave,1,912,1215,1991,Y,TA,Normal,SawyerW
20,11029,Pave,1,1414,0,2002,Y,TA,Normal,NAmes
60,8462,Pave,0,936,785,1994,Y,TA,Normal,SawyerW
90,8777,Pave,2,1272,928,2003,Y,,Normal,Edwards
20,10237,Pave,0,1316,0,2006,Y,TA,Partial,Gilbert
120,8012,Pave,1,1617,0,1994,Y,TA,Normal,SawyerW
20,10240,Pave,1,1686,0,1980,Y,TA,Normal,NWAmes
20,15611,Pave,0,1126,0,1977,Y,TA,Abnorml,NWAmes
60,11999,Pave,0,1234,1140,2004,Y,TA,Normal,NridgHt
60,9900,Pave,0,1098,880,1968,Y,TA,Normal,NWAmes
20,11838,Pave,0,1788,0,2001,Y,TA,Normal,CollgCr
60,13006,Pave,0,993,1243,1997,Y,TA,Normal,Gilbert
20,8925,Pave,0,1466,0,2007,Y,TA,Normal,Timber
20,9100,Pave,0,925,0,1965,Y,TA,Normal,NAmes
20,11670,Pave,0,1905,0,2006,Y,TA,Normal,Somerst
20,8487,Pave,0,1500,0,2004,Y,TA,Normal,CollgCr
20,27650,Pave,1,2069,0,2007,Y,TA,Normal,NAmes
30,5825,Pave,0,747,0,1953,Y,TA,Normal,BrkSide
20,10083,Pave,1,1200,0,2003,Y,TA,Normal,SawyerW
60,9675,Pave,0,1113,858,2005,Y,TA,Normal,Somerst
60,8760,Pave,0,1391,571,2006,Y,TA,Partial,CollgCr
70,24090,Pave,0,1207,1196,1950,Y,TA,Normal,ClearCr
90,12640,Pave,0,1728,0,1976,Y,TA,Normal,Mitchel
60,8755,Pave,1,1022,1038,1999,Y,TA,Normal,Gilbert
90,7711,Pave,2,1440,0,1977,Y,,Abnorml,Edwards
90,25000,Pave,0,1632,0,1967,Y,TA,Normal,Mitchel
20,14375,Pave,0,1344,0,1958,Y,TA,Abnorml,Timber
50,8820,Pave,0,1188,561,1996,Y,TA,Normal,OldTown
80,8163,Pave,1,1144,0,1959,Y,TA,Normal,NAmes
20,14536,Pave,1,1629,0,2003,Y,TA,Normal,Timber
60,14006,Pave,0,936,840,2002,Y,TA,Normal,CollgCr
20,9360,Pave,1,1381,0,2006,Y,TA,Normal,NWAmes
20,7200,Pave,1,864,0,2002,Y,TA,Normal,NAmes
20,7800,Pave,1,965,0,1965,Y,TA,Abnorml,SawyerW
85,7200,Pave,0,768,0,2003,Y,TA,Normal,CollgCr
60,11075,Pave,0,1168,800,1969,Y,TA,Normal,Mitchel
90,9400,Pave,0,980,0,1975,Y,,AdjLand,Edwards
90,7136,Pave,0,979,979,1950,N,TA,Normal,Crawfor
160,1300,Pave,0,561,668,1980,Y,TA,Normal,Blueste
20,7420,Pave,0,1057,0,1962,Y,TA,Normal,Sawyer
20,8450,Pave,1,1337,0,2003,Y,TA,Normal,CollgCr
160,2572,Pave,1,696,720,1999,Y,TA,Normal,Somerst
20,7207,Pave,1,858,0,2008,Y,,Normal,BrkSide
60,12227,Pave,1,1542,1330,1995,Y,TA,Normal,NWAmes
160,2308,Pave,1,804,744,1976,Y,TA,Normal,NPkVill
20,11923,Pave,0,1800,0,2007,Y,TA,Normal,CollgCr
60,11316,Pave,1,824,1070,2003,Y,TA,Normal,Timber
60,10237,Pave,0,783,701,2007,Y,TA,Partial,Gilbert
50,9600,Pave,1,976,332,1950,Y,TA,Normal,Crawfor
20,7390,Pave,1,1098,0,1955,Y,TA,Normal,NAmes
50,5925,Pave,0,600,368,1950,N,,Abnorml,OldTown
190,10382,Pave,1,1095,0,1958,Y,TA,Normal,NAmes
50,10800,Pave,0,720,472,1950,N,,Abnorml,NAmes
160,2268,Pave,0,764,862,2004,Y,TA,Normal,NridgHt
120,7892,Pave,0,918,0,1979,Y,TA,Normal,SawyerW
20,11639,Pave,0,1428,0,2008,Y,TA,Partial,Somerst
70,11414,Pave,0,1136,883,1993,N,TA,Normal,BrkSide
160,2651,Pave,1,673,709,2000,Y,TA,Normal,Somerst
30,5900,Pave,0,869,0,1958,Y,,Normal,BrkSide
120,4274,Pave,1,1241,0,2007,Y,TA,Partial,Somerst
20,9450,Pave,0,894,0,1954,Y,TA,Abnorml,Edwards
20,8816,Pave,1,1121,0,1963,Y,TA,Normal,Sawyer
85,12122,Pave,1,999,0,2007,Y,TA,Normal,NAmes
60,12203,Pave,1,1276,1336,1999,Y,TA,Normal,NoRidge
20,3182,Pave,0,1266,0,2007,Y,TA,Normal,Blmngtn
60,11250,Pave,0,1149,1141,2002,Y,TA,Normal,CollgCr
90,10125,Pave,0,1302,432,1977,Y,TA,Normal,Mitchel
190,10880,Pave,1,1164,0,1950,N,TA,Normal,Edwards
50,5310,Pave,0,1001,634,2003,Y,Fa,Normal,OldTown
20,10159,Pave,1,1940,0,2010,Y,TA,Partial,NridgHt
60,12046,Pave,0,1118,912,1976,Y,TA,Normal,NWAmes
60,8125,Pave,0,778,798,2006,Y,TA,Partial,Somerst
60,9452,Pave,1,1407,985,1998,Y,TA,Normal,NoRidge
70,17671,Pave,0,916,826,1986,Y,TA,Normal,OldTown
60,9760,Pave,0,1020,831,1993,Y,TA,Normal,NAmes
60,8846,Pave,0,750,750,2006,Y,TA,Partial,CollgCr
20,12456,Pave,1,1718,0,2007,Y,TA,Normal,NridgHt
50,4712,Pave,1,774,456,1950,Y,TA,Abnorml,BrkSide
20,10659,Pave,1,1050,0,1961,Y,TA,Normal,NAmes
20,11717,Pave,0,1442,0,1970,Y,TA,Normal,NWAmes
30,9786,Pave,0,1077,0,1950,N,TA,Normal,IDOTRR
20,6762,Pave,1,1208,0,2006,Y,TA,Normal,CollgCr
20,10206,Pave,0,944,0,1952,N,TA,Normal,Edwards
30,5400,Pave,0,691,0,1950,Y,Fa,Abnorml,OldTown
20,11957,Pave,0,1574,0,2006,Y,TA,Normal,Somerst
90,11500,Pave,0,1680,0,1976,Y,TA,Normal,NWAmes
120,3182,Pave,0,1504,0,2006,Y,TA,Normal,Blmngtn
80,8385,Pave,0,985,0,1977,Y,TA,Normal,CollgCr
20,12155,Pave,0,1657,0,1970,Y,TA,Normal,NAmes
160,2217,Pave,0,546,546,1970,Y,TA,Normal,MeadowV
20,12118,Pave,0,1710,0,2005,Y,TA,Normal,Mitchel
50,6000,Pave,0,1008,0,1950,Y,,Normal,SWISU
50,21286,Pave,0,720,551,1950,Y,TA,Normal,Sawyer
90,9825,Pave,0,1664,0,1965,N,,Normal,Edwards
70,10592,Pave,0,900,602,1996,Y,TA,Normal,Crawfor
30,7200,Pave,1,1022,0,2006,N,TA,Normal,OldTown
20,11664,Pave,0,1082,0,1950,Y,TA,Normal,NAmes
60,8400,Pave,1,810,855,2001,Y,TA,Normal,NWAmes
20,11883,Pave,1,1504,0,1996,Y,TA,Normal,CollgCr
120,5814,Pave,1,1360,0,1984,Y,TA,Abnorml,StoneBr
80,10784,Pave,0,802,670,1992,Y,TA,Normal,Gilbert
120,3013,Pave,0,1506,0,2005,Y,TA,Normal,Blmngtn
20,7024,Pave,1,1132,0,2005,Y,TA,Normal,Edwards
20,7406,Pave,1,1220,0,2006,Y,TA,Partial,CollgCr
50,9439,Pave,0,912,336,1950,Y,Fa,Normal,OldTown
120,3182,Pave,0,1504,0,2006,Y,TA,Normal,Blmngtn
20,15498,Pave,1,2898,0,1976,Y,TA,Abnorml,Timber
20,7700,Pave,1,882,0,1972,Y,TA,Normal,CollgCr
20,9300,Pave,1,1264,0,1960,Y,TA,Normal,NAmes
20,9520,Pave,1,1646,0,2008,Y,TA,Partial,Timber
50,9492,Pave,1,968,408,1950,Y,TA,Normal,NAmes
160,1680,Pave,0,672,546,1972,Y,TA,Normal,BrDale
190,7082,Pave,0,948,980,1995,Y,,Normal,SWISU
75,15863,Pave,1,1687,998,1970,Y,TA,Normal,SWISU
60,14541,Pave,1,1352,1168,1993,Y,TA,Abnorml,NoRidge
20,8125,Pave,1,1654,0,2002,Y,TA,Normal,CollgCr
30,6305,Pave,0,954,0,1950,Y,Fa,Normal,Crawfor
20,11500,Pave,0,845,0,1957,N,TA,Normal,Edwards
20,12898,Pave,1,1620,0,2008,Y,TA,Normal,Timber
60,9240,Pave,0,1055,1208,2002,Y,TA,Normal,CollgCr
160,1533,Pave,0,798,546,2008,Y,,Normal,MeadowV
180,1477,Pave,1,630,0,1970,Y,TA,Normal,MeadowV
20,13125,Pave,1,1803,0,2000,Y,TA,Normal,Sawyer
60,9130,Pave,0,800,832,2000,Y,TA,Normal,NWAmes
120,5381,Pave,1,1306,0,2005,Y,TA,Normal,NridgHt
60,11839,Pave,1,1532,797,1990,Y,TA,Normal,SawyerW
20,9600,Pave,1,2524,0,1981,Y,TA,Normal,NWAmes
20,13680,Pave,0,1733,0,1955,Y,TA,Normal,Edwards
60,16056,Pave,0,1992,876,2006,Y,TA,Partial,StoneBr
20,9245,Pave,0,990,0,1995,Y,TA,Normal,CollgCr
20,21750,Pave,0,1771,0,2006,Y,TA,Normal,Mitchel
20,11100,Pave,0,930,0,2006,Y,TA,Abnorml,Edwards
20,8993,Pave,0,1302,0,2007,Y,TA,Partial,Gilbert
20,11175,Pave,0,1316,0,2007,Y,TA,Partial,CollgCr
60,9500,Pave,0,1127,850,1978,Y,TA,Normal,NAmes
20,8562,Pave,0,1526,0,2002,Y,TA,Normal,Edwards
60,11367,Pave,1,1091,898,2002,Y,TA,Normal,CollgCr
20,11361,Pave,0,1523,0,1976,Y,TA,Abnorml,NWAmes
120,7052,Pave,1,1364,0,2005,Y,TA,Normal,NridgHt
60,29959,Pave,0,979,871,1994,Y,TA,Normal,NoRidge
60,11308,Pave,1,1130,1054,2008,Y,TA,Normal,NridgHt
50,11275,Pave,0,1096,895,1950,Y,TA,Normal,Crawfor
120,4920,Pave,1,1338,0,2001,Y,TA,Normal,StoneBr
30,18000,Grvl,0,894,0,1950,Y,TA,Normal,IDOTRR
190,13600,Pave,0,1422,915,1950,N,TA,Normal,OldTown
30,6000,Pave,0,1103,0,1980,Y,TA,Normal,OldTown
20,11000,Pave,0,1154,0,1966,Y,TA,Normal,NAmes
60,14000,Pave,1,1306,954,1997,Y,TA,Normal,ClearCr
60,7837,Pave,0,799,772,1994,Y,TA,Normal,Gilbert
60,9760,Pave,1,798,813,1964,Y,TA,Normal,NAmes
160,3964,Pave,1,1291,1230,1973,Y,TA,Normal,MeadowV
45,9600,Pave,0,893,0,2003,Y,TA,Normal,NAmes
20,10152,Pave,1,1048,0,1956,Y,TA,Normal,NAmes
60,11700,Pave,0,829,727,1968,Y,TA,Normal,NWAmes
50,7585,Pave,1,1002,454,1950,Y,TA,Normal,Edwards
60,7950,Pave,0,698,728,1977,Y,TA,Normal,Edwards
20,8556,Pave,0,1240,0,2006,Y,TA,Normal,CollgCr
70,13125,Pave,0,960,780,1984,Y,TA,Normal,Crawfor
50,10800,Pave,0,1096,370,1989,Y,TA,Normal,OldTown
20,15870,Pave,1,1096,0,1969,Y,TA,Abnorml,NAmes
120,4435,Pave,1,848,0,2004,Y,TA,Normal,CollgCr
20,8775,Pave,0,990,0,1994,Y,TA,Normal,CollgCr
20,11040,Pave,0,1258,0,2004,Y,TA,Abnorml,NWAmes
20,7500,Pave,1,1040,0,1963,Y,TA,Normal,Sawyer
20,8749,Pave,0,1459,0,2002,Y,TA,Normal,CollgCr
20,8800,Pave,1,1251,0,1964,Y,TA,Normal,NAmes
60,13031,Pave,0,691,807,1996,Y,TA,Normal,Gilbert
85,9069,Pave,1,996,0,1992,Y,TA,Normal,SawyerW
160,1974,Pave,0,546,546,1973,Y,TA,Normal,MeadowV
60,10574,Pave,0,1082,871,2006,Y,TA,Normal,Somerst
160,2522,Pave,0,970,739,2004,Y,TA,Normal,Edwards
120,3316,Pave,1,1247,0,2005,Y,TA,Normal,Somerst
90,8544,Pave,0,1040,0,1950,N,TA,Normal,NAmes
160,2160,Pave,1,624,628,2000,Y,TA,Normal,Somerst
50,8400,Pave,0,1390,304,1950,Y,TA,Normal,SWISU
